[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[9, 10];Brinks Arya+Finance+JUNIOR EXECUTIVE%e-Nxt Financials+Financial Services+EXECUTIVE%Brinks Arya+Finance+JUNIOR EXECUTIVE SECURITY%e-Nxt Financials+Financial Services+ASSOCIATE%Brinks Arya+Finance+EXECUTIVE%Brinks Arya+Finance+CASH SORTER%DTDC Courier & Cargo+Finance+ACCOUNTS ASSISTANT%Brinks Arya+Finance+CASH OFFICER RELIANCE%e-Nxt Financials+Finance+EXECUTIVE%Aditya Birla Retail +Finance+JUNIOR OFFICER FINANCE AND ACCOUNTS%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[24, 25];United Spirits+Production and Manufacturing+SENIOR VP%Siemens +Logistics and Supply Chain+HEAD SCM, CLUSTER SOUTH ASIA%Siemens +Oil and Energy Operations+EXECUTIVE VICE PRESIDENT - ENERGY%Transocean Offshore International Ventures+Oil and Energy Operations+OPERATIONS MANAGER%ACC+Production and Manufacturing+DIRECTOR PLANT WDI%ACC+Production and Manufacturing+DIRECTOR PLANT GLI%Sona Koya Steerings+Production and Manufacturing+HEAD OF OPERATIONS-EXPATS%Siemens +Production and Manufacturing+VICE PRESIDENT - BUSINESS ADMINSTRATION%TVS & Sons +Logistics and Supply Chain+GLOBAL PRESIDENT-DISTRIBUTION%Siemens +Construction+VICE PRESIDENT%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[23, 24, 25];United Spirits+Production and Manufacturing+SENIOR VP%Siemens +Logistics and Supply Chain+HEAD SCM, CLUSTER SOUTH ASIA%Siemens +Oil and Energy Operations+EXECUTIVE VICE PRESIDENT - ENERGY%Transocean Offshore International Ventures+Oil and Energy Operations+OPERATIONS MANAGER%ACC+Production and Manufacturing+DIRECTOR PLANT WDI%ACC+Production and Manufacturing+DIRECTOR PLANT GLI%Sona Koya Steerings+Production and Manufacturing+HEAD OF OPERATIONS-EXPATS%Siemens +Production and Manufacturing+VICE PRESIDENT - BUSINESS ADMINSTRATION%TVS & Sons +Logistics and Supply Chain+GLOBAL PRESIDENT-DISTRIBUTION%Siemens +Construction+VICE PRESIDENT%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[24, 25, 26];United Spirits+Production and Manufacturing+SENIOR VP%Siemens +Logistics and Supply Chain+HEAD SCM, CLUSTER SOUTH ASIA%Siemens +Oil and Energy Operations+EXECUTIVE VICE PRESIDENT - ENERGY%Transocean Offshore International Ventures+Oil and Energy Operations+OPERATIONS MANAGER%ACC+Production and Manufacturing+DIRECTOR PLANT WDI%ACC+Production and Manufacturing+DIRECTOR PLANT GLI%Sona Koya Steerings+Production and Manufacturing+HEAD OF OPERATIONS-EXPATS%Siemens +Production and Manufacturing+VICE PRESIDENT - BUSINESS ADMINSTRATION%TVS & Sons +Logistics and Supply Chain+GLOBAL PRESIDENT-DISTRIBUTION%Siemens +Construction+VICE PRESIDENT%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[26, 27];PepsiCo Holdings+Production and Manufacturing+SC ENGINEERING VICE PRESIDENT INDIA BEVERAGES%WM Technical & Consulting Services  +Merchandising+CHIEF MERCH OFCR%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING MARKETING OFFICER CASH AND CARRY%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING OFFICER%Carrefour WC&C+Property Management+ASSETS & DEVELOPMENT DIRECTOR%Sona Koya Steerings+Production and Manufacturing+DEPUTY MANAGING DIRECTOR (TECHNICAL)%Jindal Steel & Power +Mining Operations+EXECUTIVE VICE PRESIDENT STEEL%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[27, 28];PepsiCo Holdings+Production and Manufacturing+SC ENGINEERING VICE PRESIDENT INDIA BEVERAGES%WM Technical & Consulting Services  +Merchandising+CHIEF MERCH OFCR%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING MARKETING OFFICER CASH AND CARRY%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING OFFICER%Carrefour WC&C+Property Management+ASSETS & DEVELOPMENT DIRECTOR%Sona Koya Steerings+Production and Manufacturing+DEPUTY MANAGING DIRECTOR (TECHNICAL)%Jindal Steel & Power +Mining Operations+EXECUTIVE VICE PRESIDENT STEEL%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[25, 26, 27];PepsiCo Holdings+Production and Manufacturing+SC ENGINEERING VICE PRESIDENT INDIA BEVERAGES%WM Technical & Consulting Services  +Merchandising+CHIEF MERCH OFCR%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING MARKETING OFFICER CASH AND CARRY%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING OFFICER%Carrefour WC&C+Property Management+ASSETS & DEVELOPMENT DIRECTOR%Sona Koya Steerings+Production and Manufacturing+DEPUTY MANAGING DIRECTOR (TECHNICAL)%Jindal Steel & Power +Mining Operations+EXECUTIVE VICE PRESIDENT STEEL%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[26, 27, 28];PepsiCo Holdings+Production and Manufacturing+SC ENGINEERING VICE PRESIDENT INDIA BEVERAGES%WM Technical & Consulting Services  +Merchandising+CHIEF MERCH OFCR%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING MARKETING OFFICER CASH AND CARRY%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING OFFICER%Carrefour WC&C+Property Management+ASSETS & DEVELOPMENT DIRECTOR%Sona Koya Steerings+Production and Manufacturing+DEPUTY MANAGING DIRECTOR (TECHNICAL)%Jindal Steel & Power +Mining Operations+EXECUTIVE VICE PRESIDENT STEEL%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[27, 28, 29];PepsiCo Holdings+Production and Manufacturing+SC ENGINEERING VICE PRESIDENT INDIA BEVERAGES%WM Technical & Consulting Services  +Merchandising+CHIEF MERCH OFCR%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING MARKETING OFFICER CASH AND CARRY%Bharti Wal-Mart+Merchandising+CHIEF MERCHANDISING OFFICER%Carrefour WC&C+Property Management+ASSETS & DEVELOPMENT DIRECTOR%Sona Koya Steerings+Production and Manufacturing+DEPUTY MANAGING DIRECTOR (TECHNICAL)%Jindal Steel & Power +Mining Operations+EXECUTIVE VICE PRESIDENT STEEL%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[30, 31];Carrefour WC&C+Merchandising+MERCHANDISE DIRECTOR%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[31, 32];Carrefour WC&C+Merchandising+MERCHANDISE DIRECTOR%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[29, 30, 31];Carrefour WC&C+Merchandising+MERCHANDISE DIRECTOR%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[30, 31, 32];Carrefour WC&C+Merchandising+MERCHANDISE DIRECTOR%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Oil and Energy Operations - Downstream];[31, 32, 33];Carrefour WC&C+Merchandising+MERCHANDISE DIRECTOR%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[9, 10];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%First Flight Couriers+Supply Chain Management+FIELD STAFF%Yum! Restaurants+Retail Operations+TEAM MEMBER%Blue Dart Express+Supply Chain Management+TERRITORY SERVICE REPRESENTATIVE%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Blue Dart Express+Supply Chain Management+OPERATIONS STAFF%First Flight Couriers+Supply Chain Management+MESSENGER%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Blue Dart Express+Supply Chain Management+SENIOR TERRITORY SERVICE REPRESENTATIVE%DTDC Courier & Cargo+Supply Chain Management+OPERATIONS ASSISTANT%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[10, 11];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%First Flight Couriers+Supply Chain Management+FIELD STAFF%Yum! Restaurants+Retail Operations+TEAM MEMBER%Blue Dart Express+Supply Chain Management+TERRITORY SERVICE REPRESENTATIVE%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Blue Dart Express+Supply Chain Management+OPERATIONS STAFF%First Flight Couriers+Supply Chain Management+MESSENGER%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Blue Dart Express+Supply Chain Management+SENIOR TERRITORY SERVICE REPRESENTATIVE%DTDC Courier & Cargo+Supply Chain Management+OPERATIONS ASSISTANT%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[8, 9, 10];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%First Flight Couriers+Supply Chain Management+FIELD STAFF%Yum! Restaurants+Retail Operations+TEAM MEMBER%Blue Dart Express+Supply Chain Management+TERRITORY SERVICE REPRESENTATIVE%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Blue Dart Express+Supply Chain Management+OPERATIONS STAFF%First Flight Couriers+Supply Chain Management+MESSENGER%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Blue Dart Express+Supply Chain Management+SENIOR TERRITORY SERVICE REPRESENTATIVE%DTDC Courier & Cargo+Supply Chain Management+OPERATIONS ASSISTANT%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[9, 10, 11];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%First Flight Couriers+Supply Chain Management+FIELD STAFF%Yum! Restaurants+Retail Operations+TEAM MEMBER%Blue Dart Express+Supply Chain Management+TERRITORY SERVICE REPRESENTATIVE%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Blue Dart Express+Supply Chain Management+OPERATIONS STAFF%First Flight Couriers+Supply Chain Management+MESSENGER%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Blue Dart Express+Supply Chain Management+SENIOR TERRITORY SERVICE REPRESENTATIVE%DTDC Courier & Cargo+Supply Chain Management+OPERATIONS ASSISTANT%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[10, 11, 12];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%First Flight Couriers+Supply Chain Management+FIELD STAFF%Yum! Restaurants+Retail Operations+TEAM MEMBER%Blue Dart Express+Supply Chain Management+TERRITORY SERVICE REPRESENTATIVE%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Blue Dart Express+Supply Chain Management+OPERATIONS STAFF%First Flight Couriers+Supply Chain Management+MESSENGER%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Blue Dart Express+Supply Chain Management+SENIOR TERRITORY SERVICE REPRESENTATIVE%DTDC Courier & Cargo+Supply Chain Management+OPERATIONS ASSISTANT%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[11, 12];Genpact+Customer Care - Call Centre+PROCESS ASSOCIATE%Genpact+Customer Care - Call Centre+PROCESS DEVELOPER%First Flight Couriers+Supply Chain Management+ASSISTANT%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 1%First Flight Couriers+Supply Chain Management+EXECUTIVE%Gati+Logistics and Supply Chain+ASSOCIATE - SERVICES%Amalgamated Bean Coffee Trading Company+Retail Operations+BREW MASTER - LEVEL 1%Genpact+Customer Care - Call Centre+SENIOR PROCESS ASSOCIATE%Genpact+Customer Care - Call Centre+TECHNICAL ASSOCIATE%Genpact+Customer Care - Call Centre+SENIOR ASSOCIATE%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[11, 12, 13];Genpact+Customer Care - Call Centre+PROCESS ASSOCIATE%Genpact+Customer Care - Call Centre+PROCESS DEVELOPER%First Flight Couriers+Supply Chain Management+ASSISTANT%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 1%First Flight Couriers+Supply Chain Management+EXECUTIVE%Gati+Logistics and Supply Chain+ASSOCIATE - SERVICES%Amalgamated Bean Coffee Trading Company+Retail Operations+BREW MASTER - LEVEL 1%Genpact+Customer Care - Call Centre+SENIOR PROCESS ASSOCIATE%Genpact+Customer Care - Call Centre+TECHNICAL ASSOCIATE%Genpact+Customer Care - Call Centre+SENIOR ASSOCIATE%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[12, 13];Genpact+Customer Care - Call Centre+ASSISTANT MANAGER%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 1%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 2%Cognizant Technology Solutions+Customer Care - Call Centre+PROGRAMMER ANALYST%Genpact+Customer Care - Call Centre+MANAGEMENT TRAINEE%Genpact+Customer Care - Call Centre+BUSINESS ANALYST%Genpact+Customer Care - Call Centre+CONSULTANT%Yum! Restaurants+Retail Operations+SHIFT MANAGER%Jindal Stainless+Production and Manufacturing+EXECUTIVE%Amalgamated Bean Coffee Trading Company+Retail Operations+ASST MGR - LEVEL 1%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[12, 13, 14];Genpact+Customer Care - Call Centre+ASSISTANT MANAGER%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 1%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 2%Cognizant Technology Solutions+Customer Care - Call Centre+PROGRAMMER ANALYST%Genpact+Customer Care - Call Centre+MANAGEMENT TRAINEE%Genpact+Customer Care - Call Centre+BUSINESS ANALYST%Genpact+Customer Care - Call Centre+CONSULTANT%Yum! Restaurants+Retail Operations+SHIFT MANAGER%Jindal Stainless+Production and Manufacturing+EXECUTIVE%Amalgamated Bean Coffee Trading Company+Retail Operations+ASST MGR - LEVEL 1%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[13, 14];Cognizant Technology Solutions+Customer Care - Call Centre+ASSOCIATE%Genpact+Customer Care - Call Centre+MANAGER%Genpact+Customer Care - Call Centre+SENIOR MANAGER%Bosch Limited (MICO)+Production and Manufacturing+ASSISTANT MANAGER%Jindal Stainless+Production and Manufacturing+ASSOCIATE MANAGER%Jindal Steel+Production and Manufacturing+DEPUTY MANAGER STEEL%Jindal Steel & Power +Production and Manufacturing+DEPUTY MANAGER STEEL%Siemens +Oil and Energy Operations+SENIOR EXECUTIVE%Alcatel Lucent+Customer Service+SENIOR ENGINEER%Jindal Steel & Power +Mining Operations+DEPUTY MANAGER STEEL%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[13, 14, 15];Cognizant Technology Solutions+Customer Care - Call Centre+ASSOCIATE%Genpact+Customer Care - Call Centre+MANAGER%Genpact+Customer Care - Call Centre+SENIOR MANAGER%Bosch Limited (MICO)+Production and Manufacturing+ASSISTANT MANAGER%Jindal Stainless+Production and Manufacturing+ASSOCIATE MANAGER%Jindal Steel+Production and Manufacturing+DEPUTY MANAGER STEEL%Jindal Steel & Power +Production and Manufacturing+DEPUTY MANAGER STEEL%Siemens +Oil and Energy Operations+SENIOR EXECUTIVE%Alcatel Lucent+Customer Service+SENIOR ENGINEER%Jindal Steel & Power +Mining Operations+DEPUTY MANAGER STEEL%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[14, 15];Cognizant Technology Solutions+Customer Care - Call Centre+SENIOR ASSOCIATE%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 3%United Spirits+Production and Manufacturing+MANAGER%Siemens +Oil and Energy Operations+SENIOR EXECUTIVE%Hindalco Industries+Production and Manufacturing+ASSISTANT MANAGER%Bosch Limited (MICO)+Production and Manufacturing+DEPUTY MANAGER%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 2%Jindal Steel+Production and Manufacturing+MANAGER STEEL%Jindal Steel & Power +Production and Manufacturing+MANAGER STEEL%Jindal Steel+Mining Operations+MANAGER STEEL%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[14, 15, 16];Cognizant Technology Solutions+Customer Care - Call Centre+SENIOR ASSOCIATE%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 3%United Spirits+Production and Manufacturing+MANAGER%Siemens +Oil and Energy Operations+SENIOR EXECUTIVE%Hindalco Industries+Production and Manufacturing+ASSISTANT MANAGER%Bosch Limited (MICO)+Production and Manufacturing+DEPUTY MANAGER%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 2%Jindal Steel+Production and Manufacturing+MANAGER STEEL%Jindal Steel & Power +Production and Manufacturing+MANAGER STEEL%Jindal Steel+Mining Operations+MANAGER STEEL%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[15, 16];Cognizant Technology Solutions+Customer Care - Call Centre+MANAGER%Genpact+Customer Care - Call Centre+ASSISTANT VICE PRESIDENT%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 4%Yum! Restaurants+Retail Operations+RESTAURANT GENERAL MANAGER%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE LINE MANAGER 1%Dell EMC+Customer Service+TECH SUPPORT ENGINEER III%Dell EMC+Customer Service+IMPLEMENTATION DELIVERY SPEC%Siemens +Oil and Energy Operations+SENIOR EXECUTIVE%Nokia Siemens Networks+Customer Service+CUSTOMER PROJECT MANAGER 2%United Spirits+Production and Manufacturing+SENIOR MANAGER%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[15, 16, 17];Cognizant Technology Solutions+Customer Care - Call Centre+MANAGER%Genpact+Customer Care - Call Centre+ASSISTANT VICE PRESIDENT%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE ENGINEER 4%Yum! Restaurants+Retail Operations+RESTAURANT GENERAL MANAGER%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE LINE MANAGER 1%Dell EMC+Customer Service+TECH SUPPORT ENGINEER III%Dell EMC+Customer Service+IMPLEMENTATION DELIVERY SPEC%Siemens +Oil and Energy Operations+SENIOR EXECUTIVE%Nokia Siemens Networks+Customer Service+CUSTOMER PROJECT MANAGER 2%United Spirits+Production and Manufacturing+SENIOR MANAGER%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[16, 17];Cognizant Technology Solutions+Customer Care - Call Centre+SENIOR MANAGER%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE LINE MANAGER 2%Nokia Siemens Networks+Customer Service+CUSTOMER PROJECT MANAGER 3%Genpact+Customer Care - Call Centre+VICE PRESIDENT%Alcatel Lucent+Customer Service+DEPUTY GENERAL MANAGER%Siemens +Oil and Energy Operations+SENIOR MANAGER%Jindal Steel & Power +Production and Manufacturing+ASSISTANT GENERAL MANAGER STEEL%Jindal Steel+Production and Manufacturing+ASST GENERAL MANAGER STEEL%Siemens +Oil and Energy Operations+MANAGER%Nokia Siemens Networks+Production and Manufacturing+PRODUCT MANAGER 2%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[16, 17, 18];Cognizant Technology Solutions+Customer Care - Call Centre+SENIOR MANAGER%Nokia Siemens Networks+Customer Service+CUSTOMER SERVICE LINE MANAGER 2%Nokia Siemens Networks+Customer Service+CUSTOMER PROJECT MANAGER 3%Genpact+Customer Care - Call Centre+VICE PRESIDENT%Alcatel Lucent+Customer Service+DEPUTY GENERAL MANAGER%Siemens +Oil and Energy Operations+SENIOR MANAGER%Jindal Steel & Power +Production and Manufacturing+ASSISTANT GENERAL MANAGER STEEL%Jindal Steel+Production and Manufacturing+ASST GENERAL MANAGER STEEL%Siemens +Oil and Energy Operations+MANAGER%Nokia Siemens Networks+Production and Manufacturing+PRODUCT MANAGER 2%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[17, 18];Metso Minerals+Supply Chain Management+MANAGER PURCHASING, ALWAR%Michelin Tyres+Production and Manufacturing+MANAGER - OPERATIONAL MARKETING ( RETREAD )%Schlumberger Asia Services +Oil and Energy Operations+OPERATIONS SUPPORT MANAGER%Michelin Tyres+Supply Chain Management+MANAGER - CHANNEL DEVELOPMENT ( PASSENGER CAR )%Michelin Tyres+Supply Chain Management+COUNTRY MANAGER- LOGISTICS%Metso Minerals+Production and Manufacturing+DGM PRODUCTION (UNIT HEAD) BAWAL%Michelin Tyres+Supply Chain Management+MANAGER PURCHASE%Elliott Turbomachinery+Supply Chain Management+MANAGER%Metso Minerals+Supply Chain Management+DEVELOPMENT MANAGER, SUBCONTRACTING%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Supply Chain Management+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations+Oil and Energy Operations - Downstream+Logistics and Supply Chain];[17, 18, 19];Metso Minerals+Supply Chain Management+MANAGER PURCHASING, ALWAR%Michelin Tyres+Production and Manufacturing+MANAGER - OPERATIONAL MARKETING ( RETREAD )%Schlumberger Asia Services +Oil and Energy Operations+OPERATIONS SUPPORT MANAGER%Michelin Tyres+Supply Chain Management+MANAGER - CHANNEL DEVELOPMENT ( PASSENGER CAR )%Michelin Tyres+Supply Chain Management+COUNTRY MANAGER- LOGISTICS%Metso Minerals+Production and Manufacturing+DGM PRODUCTION (UNIT HEAD) BAWAL%Michelin Tyres+Supply Chain Management+MANAGER PURCHASE%Elliott Turbomachinery+Supply Chain Management+MANAGER%Metso Minerals+Supply Chain Management+DEVELOPMENT MANAGER, SUBCONTRACTING%
